序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,geometry,precise_location,distance_to_mainland,distance_to_nearest_land,nearest_land_type
4213,宜蘭縣五結鄉,大吉村,大吉五路58號,121.8002,24.6963,五結國中五動館,大吉村,465,"水災,震災",余源興,03-9501105#13,是,否,是,POINT (121.8002 24.6963),sea,133.36980178185044,10.398320941682421,mainland
4216,宜蘭縣五結鄉,孝威村,孝威路322號,121.7652,24.6974,四結福德廟,孝威村,106,"水災,震災",高志肇,03-650428,是,否,否,POINT (121.7652 24.6974),sea,130.9074442260631,8.109541563917658,mainland
4220,宜蘭縣五結鄉,三興村,三結東路14號,121.7867,24.6994,開基灶君廟省民堂,三興村,32,"水災,震災",鐘文通,03-9506868,是,否,否,POINT (121.7867 24.6994),sea,132.63535100888424,9.749947030328984,mainland
4225,宜蘭縣羅東鎮,,羅東鎮仁愛里復興路三段557號,121.756,24.7014,仁愛社區活動中心,仁愛里,174,"水災,震災,海嘯",藍聰明,03-9654034,是,否,是,POINT (121.756 24.7014),sea,130.58705190469684,7.833057793911927,mainland
4232,宜蘭縣五結鄉,三興村,三結路43-1號,121.7739,24.7056,三興社區活動中心,三興村,83,"水災,震災",羅淑惠,03-9500714,是,否,否,POINT (121.7739 24.7056),sea,132.22670038600353,9.42089240264545,mainland
4240,宜蘭縣五結鄉,二結村,學進路83號,121.762,24.7095,二結社區活動中心,二結、鎮安村,170,"水災,震災",簡汝育,03-9659413,是,否,是,POINT (121.762 24.7095),sea,131.70393234163495,8.951648821155832,mainland
4244,宜蘭縣員山鄉,七賢村,賢德路一段61巷25號,121.735106,24.714634,七賢村民眾活動中心,七賢村、深溝村,78,"水災,震災,土石流,海嘯",高明芳,03-9224019,是,否,是,POINT (121.735106 24.714634),sea,130.250645824697,7.568723733235605,mainland
4245,宜蘭縣員山鄉,深溝村,深洲一路37巷7號,121.71978,24.715727,深溝村集會所,深溝村、七賢村,10,"水災,震災,土石流,海嘯",張秀偉,03-9224567,是,否,是,POINT (121.71978 24.715727),sea,129.28708915491993,6.620063135761327,mainland
4253,宜蘭縣宜蘭市,建業里,縣政七街50巷1號,121.757,24.7256,凱旋國民中學樂活館,建業里、南津里,164,"水災,震災,海嘯",陳志勇校長/李哲榮主任,03-9255600轉402,是,否,是,POINT (121.757 24.7256),sea,132.72668570999608,10.02156312832873,mainland
4254,宜蘭縣宜蘭市,南津里,凱旋路130號,121.7636,24.7256,凱旋國小展藝館,南津里、凱旋里,277,"水災,震災,海嘯",李元煌主任,03-9253793-104,是,否,是,POINT (121.7636 24.7256),sea,133.19168954075147,10.471336021789204,mainland
4256,宜蘭縣宜蘭市,凱旋里,旋流路3之5號,121.7682,24.7276,凱旋社區活動中心,凱旋里,64,"水災,震災,海嘯",張換輝,03-9254187,是,否,是,POINT (121.7682 24.7276),sea,133.68810692428787,10.96005029130712,mainland
4259,宜蘭縣壯圍鄉,新南村,壯圍鄉新南村美福路一段76號,121.7873,24.7294,新南活動中心,新南,44,"水災,震災,海嘯",潘玉蘭,03-9252449,是,否,是,POINT (121.7873 24.7294),sea,135.2026317556355,12.419378359052429,mainland
4260,宜蘭縣壯圍鄉,復興村,壯圍鄉復興村紅葉路69-4號,121.8225,24.7297,紅葉活動中心,復興村,61,"水災,震災,海嘯",黃銘海,03-9385121,是,否,是,POINT (121.8225 24.7297),sea,137.78531270472956,14.844452553017014,mainland
4261,宜蘭縣宜蘭市,南橋里,南橋路240號,121.7412,24.7307,南橋社區活動中心,南橋里,38,"水災,震災,海嘯",吳讚標,03-9251512,是,否,是,POINT (121.7412 24.7307),sea,132.06574240706811,9.391686370602988,mainland
4262,宜蘭縣宜蘭市,建業里,建業路86巷57號、59號,121.7566,24.7315,建業社區活動中心,建業里,26,"水災,震災,海嘯",郭淑惠,03-9369029,是,否,是,POINT (121.7566 24.7315),sea,133.2062810644082,10.511250932248538,mainland
4263,宜蘭縣員山鄉,惠好村,賢德路二段66巷50號,121.730742,24.731738,惠好社區活動中心,尚德村、惠好村,125,"水災,震災,土石流,海嘯",張金來,03-9223889,是,否,是,POINT (121.730742 24.731738),sea,131.43635431970057,8.769948360473341,mainland
4266,宜蘭縣宜蘭市,進士里,進士路8號,121.7369,24.7332,育才國小中興堂,進士里、南橋里、擺厘里,68,"水災,震災,海嘯",廖清章主任,03-9253794轉103,是,否,是,POINT (121.7369 24.7332),sea,131.98660127395542,9.317697756094324,mainland
4272,宜蘭縣員山鄉,湖北村,大湖五路80號,121.718042,24.735298,湖北社區活動中心,湖北村.湖東村,30,"水災,震災,土石流,海嘯",黃涼杰,03-9231482,是,否,是,POINT (121.718042 24.735298),sea,130.88432927398247,8.216396699819166,mainland
4275,宜蘭縣壯圍鄉,永鎮村,壯圍鄉永鎮村壯濱路四段375號,121.8154,24.7366,永鎮活動中心,永鎮村,118,"水災,震災,海嘯",陳再福,03-9305020,是,否,是,POINT (121.8154 24.7366),sea,137.8411175488646,14.96517081879371,mainland
4277,宜蘭縣員山鄉,尚德村,三鬮路35巷13號,121.722128,24.737618,尚德社區活動中心,尚德村、惠好村,134,"水災,震災,土石流,海嘯",林錦源,03-9225179,是,否,是,POINT (121.722128 24.737618),sea,131.36494121338782,8.698120992335305,mainland
4278,宜蘭縣員山鄉,逸仙村,大湖十六路181巷2號,121.700435,24.738714,逸仙社區活動中心,逸仙村.湖東村,34,"水災,震災,土石流,海嘯",廖文杰,03-9221759,是,否,是,POINT (121.700435 24.738714),sea,130.00716734696493,7.3158287017758585,mainland
4282,宜蘭縣宜蘭市,進士里,進士路53號,121.7465,24.7414,進士里鎮興廟,進士里,46,"水災,震災,海嘯",陳正達陳定三,03-9359123,是,否,否,POINT (121.7465 24.7414),sea,133.36160168283038,10.690381262111082,mainland
4285,宜蘭縣宜蘭市,黎明里,黎明路481巷11號,121.7712,24.7427,黎明里慶安廟,黎明里,30,"水災,震災,海嘯",林庚申,03-9380436,是,否,是,POINT (121.7712 24.7427),sea,135.1938410813519,12.48752576715208,mainland
4286,宜蘭縣宜蘭市,黎明里,黎明路326號,121.776,24.744,黎明社區活動中心,黎明里,35,"水災,震災,海嘯",朱照雄,03-9383053,是,否,是,POINT (121.776 24.744),sea,135.64327167979954,12.92853685100049,mainland
4287,宜蘭縣壯圍鄉,吉祥村,壯圍鄉吉祥村壯五路63號,121.789598,24.744488,壯五活動中心,吉祥,163,"水災,震災,海嘯",王建發,975675928,是,否,是,POINT (121.789598 24.744488),sea,136.64828485699726,13.897962937257438,mainland
4288,宜蘭縣員山鄉,員山村,文化路156號,121.722886,24.745244,老人文康中心,員山村.尚德村,28,"水災,震災,土石流,海嘯",朱進郎,9231991分機401,是,否,是,POINT (121.722886 24.745244),sea,132.08768616757123,9.417952328753419,mainland
4289,宜蘭縣宜蘭市,思源里,神農路一段1號,121.7481,24.7453,國立宜蘭大學體育館,思源里、文化里、復興里、七結里、擺厘里,375,"水災,震災,海嘯",張進裕,03-9317240,是,否,是,POINT (121.7481 24.7453),sea,133.81121130047316,11.14112768997342,mainland
4291,宜蘭縣員山鄉,湖東村,茄苳路68-2號,121.708869,24.746017,湖東社區活動中心,湖東村.湖北村,13,"水災,震災,土石流,海嘯",陳朝松,9223998,是,否,是,POINT (121.708869 24.746017),sea,131.21699745203563,8.530458897721276,mainland
4292,宜蘭縣壯圍鄉,吉祥村,壯圍鄉壯志路1號,121.785768,24.746835,壯圍鄉公所,全鄉,190,"水災,震災,海嘯",簡文魁,03-9383017,是,否,是,POINT (121.785768 24.746835),sea,136.5763714919635,13.842598035848534,mainland
4293,宜蘭縣壯圍鄉,大福村,壯圍鄉大福村壯濱路6段279號,121.7858,24.7469,大福補天宮,全鄉,600,"水災,震災,海嘯",陳福山,03-9301171,是,否,是,POINT (121.7858 24.7469),sea,136.58419198886043,13.850473929155388,mainland
4294,宜蘭縣宜蘭市,思源里,泰山路七結巷9之10號,121.7374,24.7482,思源社區活動中心,思源里、七結里,35,"水災,震災,海嘯",郭燈和羅文輝,03-9324589,是,否,是,POINT (121.7374 24.7482),sea,133.3313777098245,10.666042902075235,mainland
4295,宜蘭縣員山鄉,湖西村,隘界路131號,121.68547,24.748286,雙湖社區活動中心,湖西村.湖北村,78,"水災,震災,土石流,海嘯",游錦淡,9222491,是,否,是,POINT (121.68547 24.748286),sea,129.88022007447216,7.1346831557012695,mainland
4298,宜蘭縣宜蘭市,,女中路一段148號,121.766,24.7488,三聖宮,新東里,85,"水災,震災,海嘯",李漢銘,03-9385065,是,否,是,POINT (121.766 24.7488),sea,135.35526970990108,12.667629631417618,mainland
4299,宜蘭縣宜蘭市,文化里,復興路二段77號,121.7476,24.7489,復興國中群育館,文化里、復興里,212,"水災,震災,海嘯",游淑珣校長,03-9322942分機5033,是,否,否,POINT (121.7476 24.7489),sea,134.09043361616094,11.422479131987618,mainland
4300,宜蘭縣員山鄉,永和村,溫泉路62-1號,121.711078,24.749471,永和社區活動中心,永和村.頭分村,96,"水災,震災,土石流,海嘯",阮俊義,39226129,是,否,是,POINT (121.711078 24.749471),sea,131.6708510750117,8.983629426242981,mainland
4302,宜蘭縣宜蘭市,延平里,東港路二巷14弄21號,121.7838,24.7504,五大社區活動中心,延平里,38,"水災,震災,海嘯",李江俊,03-9380765,是,否,是,POINT (121.7838 24.7504),sea,136.74202585379504,14.020842449406006,mainland
4303,宜蘭縣宜蘭市,東村里,女中路一段100號,121.7669,24.7505,中華國中,東村里、新東里,420,"水災,震災,海嘯",林志全校長/事務組長林小筠,03-9382704,是,否,是,POINT (121.7669 24.7505),sea,135.56485304480688,12.877913062126735,mainland
4304,宜蘭縣宜蘭市,建軍里,復興路三段8號,121.7428,24.7511,國立宜蘭高中體育館,延平里、建軍里、泰山里,237,"水災,震災,海嘯",張家豪主任,03-9324153轉100,是,否,是,POINT (121.7428 24.7511),sea,133.95373350172085,11.288131384590143,mainland
4305,宜蘭縣壯圍鄉,美城村,壯圍鄉美城村永美路2段121號,121.8017,24.7513,美城活動中心,美城,155,"水災,震災,海嘯",林文達,03-9307656,是,否,是,POINT (121.8017 24.7513),sea,138.0910747303385,15.319537340914637,mainland
4306,宜蘭縣宜蘭市,,校舍路1號,121.7643,24.7517,黎明國小體育館,新東里、東村里,108,"水災,震災,海嘯",顏禾主任,03-9383792分機104或114,是,否,是,POINT (121.7643 24.7517),sea,135.4876467024949,12.805871516420854,mainland
4307,宜蘭縣宜蘭市,神農里,民權路一段65號,121.7539,24.7526,社福大樓2樓,神農里、大新里、民權里,56,"水災,震災,海嘯",黃美色,03-9325164,是,否,是,POINT (121.7539 24.7526),sea,134.84613187767025,12.175994758694966,mainland
4308,宜蘭縣宜蘭市,神農里,崇聖街2號,121.7547,24.7532,宜蘭國小活動中心,神農里、大新里、新民里,286,"水災,震災,海嘯",施 智文校長,03-9322210轉511,是,否,是,POINT (121.7547 24.7532),sea,134.95346630572323,12.283083542852106,mainland
4309,宜蘭縣宜蘭市,神農里,中山路二段293號295號,121.7526,24.7534,東嶽廟,神農里、大新里,350,"水災,震災,海嘯",林添福,03-9322590,是,否,是,POINT (121.7526 24.7534),sea,134.82631894671005,12.15749760506758,mainland
4310,宜蘭縣宜蘭市,負郭里,泰山路98號,121.7426,24.754,南屏國小活動中心,南門里、負郭里、建軍里、泰山里,231,"水災,震災,海嘯",張培源主任,03-9323795轉1104,是,否,是,POINT (121.7426 24.754),sea,134.1939392594164,11.528594381743124,mainland
4311,宜蘭縣宜蘭市,神農里,崇聖街4號,121.7546,24.754,中山國小五育館,神農里、大新里、新民里、東門里,65,"水災,震災,海嘯",張至文,03-9322064-105,是,否,是,POINT (121.7546 24.754),sea,135.0162114279613,12.346363278945024,mainland
4312,宜蘭縣宜蘭市,負郭里,泰山路60號,121.747,24.7545,光復國小五育館,西門里、南門里、負郭里、民族里,284,"水災,震災,海嘯",吳志堅校長,03-9322077轉1833,是,否,否,POINT (121.747 24.7545),sea,134.53819323615872,11.872252025448363,mainland
4313,宜蘭縣宜蘭市,,延平路50號,121.7655,24.7549,國立宜蘭高商四維堂,成功里、慈安里、中興里、延平里,283,"水災,震災,海嘯",申天祺,03-9384147轉510,是,否,是,POINT (121.7655 24.7549),sea,135.84805006867055,13.168026313752884,mainland
4315,宜蘭縣壯圍鄉,美福村,壯圍鄉美福村美福路3段92巷6號,121.791,24.7569,美福活動中心,美福,60,"水災,震災,海嘯",潘文益,03-9256618,是,否,是,POINT (121.791 24.7569),sea,137.8072313552883,15.0810214125642,mainland
4318,宜蘭縣宜蘭市,中山里,城隍街52號,121.7511,24.7593,碧霞宮,中山里,48,"水災,震災,海嘯",黃彩堂,03-9323655,是,否,是,POINT (121.7511 24.7593),sea,135.23826112347,12.572223260076655,mainland
4319,宜蘭縣壯圍鄉,過嶺村,壯圍鄉過村壯濱路3段295號,121.815365,24.759471,過嶺活動中心,過嶺村,66,"水災,震災,海嘯",林萬固,03-9301160,是,否,是,POINT (121.815365 24.759471),sea,139.7632680644532,16.966699136071746,mainland
